"campaign","date","roundNum","round","spp","ID","leafAge","treatment","Obs","HHMMSS","FTime","Photo","Cond","Ci","Trmmol","VpdL","Area","Tleaf","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","DateTime","Time","rep","CiCa","Dmmol","gc","CAPindex","MESindex","fround","gc_CAP","gc_MES","qfitCAP","qfitMES"
"Jun-15","24/06/2015",2,"2","PIN",9033,"young","well-watered",165,"10:56:24",12593,7.68,0.0871,246,1.35,1.55,2,26.95,399.72,396.44,19.28,19.81,59.01,60.64,500,1500,2015-06-24 10:56:24,10.9333333333333,"2_PIN_well-watered_young",0.620522651599233,15.255905511811,0.0544375,0.00555929146335075,0.029825671694552,"2",0.0759944674178104,0.0794675299094958,"yes","yes"
"Jun-15","24/06/2015",3,"3","PIN",2032,"young","well-watered",276,"13:11:43",20711.6,2.52,0.0262,231,0.67,2.54,2,29.58,399.76,398.64,15.61,15.87,42.92,43.64,500,1500,2015-06-24 13:11:43,13.1833333333333,"3_PIN_well-watered_young",0.579470198675497,25,0.016375,0.00141616791705302,0.0133049235109274,"3",0.0177926498834852,0.0193170866169604,"yes","yes"
"Jun-15","24/06/2015",3,"3","PIN",9033,"young","well-watered",286,"13:23:26",21415.1,6.98,0.0824,248,1.91,2.31,2,28.66,399.86,396.77,15.28,16.03,41.86,43.91,500,1499,2015-06-24 13:23:26,13.3833333333333,"3_PIN_well-watered_young",0.625047256597021,22.7362204724409,0.0515,0.00413493311436063,0.0232806276684784,"3",0.0590185088367676,0.0556376588188081,"yes","yes"
"Jun-15","24/06/2015",4,"4","PIN",2032,"young","well-watered",39,"15:46:25",2878.35,4.74,0.0558,242,1.89,3.38,2,31.47,400.1,397.9,11.58,12.32,26.21,27.9,500,1500,2015-06-24 15:46:25,15.7666666666667,"4_PIN_well-watered_young",0.60819301331993,33.2677165354331,0.034875,0.00231395562671596,0.0158347705182128,"4",0.0334993410840902,0.0285280144308317,"yes","yes"
"Jun-15","24/06/2015",4,"4","PIN",9033,"young","well-watered",45,"15:57:10",3522.08,2.96,0.0347,245,1.15,3.29,2,30.87,400.26,398.9,11.22,11.67,26.22,27.27,500,1500,2015-06-24 15:57:10,15.95,"4_PIN_well-watered_young",0.614189019804462,32.3818897637795,0.0216875,0.00146052053439545,0.0126653820525027,"4",0.0194893234359205,0.0169885781377666,"yes","yes"
"Jun-15","18/06/2015",1,"1","PTE",4044,"young","well-watered",33,"08:18:22",3163.4,1.72,0.4472,386,4.17,0.98,2,21.79,400.25,398.9,14.41,16.05,53.07,59.1,500,1498,2015-06-18 08:18:22,8.3,"1_PTE_well-watered_young",0.967661067936826,9.64566929133858,0.2795,0.00155499613659458,0.0176897450558207,"1",0.093776626741858,0.0974392571190086,"no","no"
"Jun-15","18/06/2015",1,"1","PTE",3091,"young","well-watered",75.5,"09:01:42",5763.333333,3.207717525,0.576855086,383.6828887,4.162844491,0.806108742,1.333333333,23.36,399.7433333,398.4466667,18.33,19.41766667,67.135,71.12,500.4,1499.5,2015-06-18 09:01:42,9.01666666666667,"1_PTE_well-watered_young",0.962946664550425,7.93414116141732,0.36053442875,0.00320159475642158,0.0266531294082274,"1",0.0962538859489075,0.116759921753358,"no","no"
"Jun-15","18/06/2015",1,"1","PTE",6011,"young","well-watered",119,"09:47:53",8534.4,9.83,0.2124,311,3,1.44,2,25.27,399.73,395.33,16.33,17.51,57.54,61.69,500,1499,2015-06-18 09:47:53,9.78333333333333,"1_PTE_well-watered_young",0.786684542028179,14.1732283464567,0.13275,0.00740562048984182,0.0350633606551878,"1",0.110746377163729,0.134888259335604,"no","no"
"Jun-15","18/06/2015",2,"2","PTE",3091,"young","well-watered",204,"11:16:53",13875.25,1.05,0.0625,362,1.1,1.78,2,26.23,400.18,399.59,15.64,16.07,50.22,51.62,500,1498,2015-06-18 11:16:53,11.2666666666667,"2_PTE_well-watered_young",0.905928576791211,17.5196850393701,0.0390625,0.000702995623280853,0.0102455374633086,"2",0.0927752483563719,0.0813931931872766,"no","no"
"Jun-15","18/06/2015",2,"2","PTE",6011,"young","well-watered",245,"11:54:23",16124.2,1.74,0.0487,331,0.89,1.83,2,26.32,399.76,398.92,15.4,15.75,48.63,49.73,500,1499,2015-06-18 11:54:23,11.9,"2_PTE_well-watered_young",0.829740298806778,18.011811023622,0.0304375,0.00115110044313041,0.0130198887623565,"2",0.0942523095691046,0.0873733351648304,"no","no"
"Jun-15","18/06/2015",3,"3","PTE",4044,"young","well-watered",293,"12:46:43",19265.25,1.35,0.2803,378,5.49,2.01,2,27.75,399.99,398.58,14.77,16.92,43.01,49.3,500,1501,2015-06-18 12:46:43,12.7666666666667,"3_PTE_well-watered_young",0.948366701791359,19.7834645669291,0.1751875,0.000852982327097237,0.0109479911550814,"3",0.0934708065072905,0.0829073391466942,"no","no"
"Jun-15","18/06/2015",3,"3","PTE",3091,"young","well-watered",340,"13:36:42",22264.4,1.796109114,0.12681548,363.1523316,2.523340693,2.034738951,1,26.97,399.244,398.684,13.9486,14.4456,40.614,42.062,500.38,1500.8,2015-06-18 13:36:42,13.6,"3_PTE_well-watered_young",0.910877616357817,20.0269581791339,0.079259675,0.00112760176221672,0.0125491448984376,"3",0.0944376118962245,0.0863586420571973,"no","no"
"Jun-15","18/06/2015",3,"3","PTE",6011,"young","well-watered",376,"14:27:44",25325,5.74,0.1576,326,3.15,2.02,2,27.43,400.12,397.33,14.91,16.14,43.57,47.19,500,1499,2015-06-18 14:27:44,14.45,"3_PTE_well-watered_young",0.820476681851358,19.8818897637795,0.0985,0.00363051993650903,0.022558488982585,"3",0.10297810956319,0.107933883356283,"no","no"
"Jun-15","24/06/2015",1,"1","PTE",2071,"young","well-watered",55,"08:42:20",4548.6,1.46,0.182,380,1.64,0.91,2,22.79,400.1,399.26,17.77,18.41,65.01,67.36,501,1497,2015-06-24 08:42:20,8.7,"1_PTE_well-watered_young",0.951760757401192,8.95669291338583,0.11375,0.00136838182564218,0.0169046715204522,"1",0.0932364208913172,0.0957470232602558,"no","no"
"Jun-15","24/06/2015",1,"1","PTE",5061,"young","well-watered",65,"08:57:36",5464.1,6.24,0.0298,56,0.28,0.95,2,23.89,399.56,397.02,19.74,19.85,72.29,72.69,500,1499,2015-06-24 08:57:36,8.95,"1_PTE_well-watered_young",0.141050828673618,9.3503937007874,0.018625,0.00576016950575387,0.0343123265306588,"1",0.102190112868668,0.13326939776742,"no","no"
"Jun-15","24/06/2015",2,"2","PTE",2071,"young","well-watered",175,"11:06:08",13175.8,7.26,0.0589,190,1.09,1.84,2,28.15,399.9,396.83,19.1,19.53,58.13,59.43,500,1498,2015-06-24 11:06:08,11.1,"2_PTE_well-watered_young",0.478794445984427,18.1102362204724,0.0368125,0.00481807067862277,0.0266008529987832,"2",0.106059467886568,0.116647239429869,"no","no"
"Jun-15","24/06/2015",2,"2","PTE",5061,"young","well-watered",185,"11:15:47",13755,1.73,0.0503,332,0.96,1.89,2,28.2,399.96,399.11,18.79,19.16,57.5,58.64,500,1498,2015-06-24 11:15:47,11.25,"2_PTE_well-watered_young",0.831850868181704,18.6023622047244,0.0314375,0.00112557154335326,0.0127712832475628,"2",0.0942481775896714,0.0868374634908362,"no","no"
"Jun-15","24/06/2015",3,"3","PTE",2071,"young","well-watered",296,"13:33:19",22007.3,4.77,0.0489,229,1.16,2.36,2,28.57,400.31,398.22,14.9,15.36,39.35,40.55,500,1498,2015-06-24 13:33:19,13.55,"3_PTE_well-watered_young",0.575059012606097,23.2283464566929,0.0305625,0.00278423749222187,0.0190015300832878,"3",0.101088406130128,0.100266822867793,"no","no"
"Jun-15","24/06/2015",3,"3","PTE",5061,"young","well-watered",308,"13:43:21",22609.58,1.84,0.047,322,1.18,2.49,2,29,400.19,399.27,14.52,14.98,38.79,40.03,500,1500,2015-06-24 13:43:21,13.7166666666667,"3_PTE_well-watered_young",0.806471811055176,24.507874015748,0.029375,0.0010425121029662,0.0114723965884343,"3",0.0946408673114545,0.0840377003040311,"no","no"
"Jun-15","24/06/2015",4,"4","PTE",2071,"young","well-watered",56,"16:18:46",4819,0,0.1213,382,3.58,2.96,2,29.82,400.66,400.09,10.95,12.36,25.16,28.41,500,1498,2015-06-24 16:18:46,16.3,"4_PTE_well-watered_young",0.954785173335999,29.1338582677165,0.0758125,0,0,"4",0.0905634326195522,0.059308834696714,"no","no"
"Jun-15","24/06/2015",4,"4","PTE",5061,"young","well-watered",67,"16:33:39",5711.3,2.82,0.0418,273,1.32,3.15,2,30.11,399.66,398.33,10.66,11.19,25.04,26.27,500,1500,2015-06-24 16:33:39,16.55,"4_PTE_well-watered_young",0.68536138377727,31.003937007874,0.026125,0.00142430618367979,0.01264408704917,"4",0.0970137422083684,0.0865632908128285,"no","no"
"Jun-15","22/06/2015",1,"1","QUE",2041,"young","well-watered",18,"08:28:02",1338.4,5.47,0.101,302,1.17,1.18,2,24.01,399.54,397.17,17.53,17.99,68.4,70.19,501,1498,2015-06-22 08:28:02,8.46666666666667,"1_QUE_well-watered_young",0.760379686280434,11.6141732283465,0.063125,0.00452871463279258,0.0288190998378885,"1",0.0574693291973954,0.0627253638811135,"yes","yes"
"Jun-15","22/06/2015",1,"1","QUE",4014,"young","well-watered",NA,"09:16:03",37,6.16,0.13,315,1.5,1.15,2,24.79,400.56,397.86,19.05,19.63,64.79,66.78,500,1799,2015-06-22 09:16:03,9.26666666666667,"1_QUE_well-watered_young",0.791735786457548,11.3188976377953,0.08125,0.00515603365698393,0.0309490161330264,"1",0.0622978504037971,0.0663205844408559,"yes","yes"
"Jun-15","22/06/2015",1,"1","QUE",6123,"young","well-watered",34,"09:46:10",1839.7,2,0.053,327,0.88,1.66,2,26.72,399.75,398.8,18,18.35,60.5,61.67,500,1499,2015-06-22 09:46:10,9.76666666666667,"1_QUE_well-watered_young",0.819959879638917,16.3385826771654,0.033125,0.00138967042680444,0.0146585941714105,"1",0.0330642202226471,0.038822949863865,"yes","yes"
"Jun-15","22/06/2015",1,"1","QUE",1024,"young","well-watered",64,"10:11:40",3369.3,5.32,0.082,283,1.33,1.63,2,26.77,400.27,397.93,18.28,18.8,60.67,62.41,500,1499,2015-06-22 10:11:40,10.1833333333333,"1_QUE_well-watered_young",0.711180358354484,16.0433070866142,0.05125,0.00373952276289731,0.0241559779854141,"1",0.0533462338317726,0.0548541852836868,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",2041,"young","well-watered",99,"10:52:07",5797.4,3.85,0.0842,310,1.77,2.09,2,27.94,399.98,398.16,15.96,16.66,48.14,50.24,500,1499,2015-06-22 10:52:07,10.8666666666667,"2_QUE_well-watered_young",0.778581474784006,20.5708661417323,0.052625,0.00238838754225539,0.0181417535442683,"2",0.0429211046126543,0.0447023950884235,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",4014,"young","well-watered",129,"11:22:37",7626.3,3.58,0.0615,294,1.22,1.98,2,27.73,400.1,398.47,16.88,17.36,50.61,52.04,500,1500,2015-06-22 11:22:37,11.3666666666667,"2_QUE_well-watered_young",0.737822169799483,19.488188976378,0.0384375,0.00227975933048772,0.0179655964023092,"2",0.0416477934276969,0.0444050482959872,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",6123,"young","well-watered",159,"11:52:26",9416.25,1.59,0.0597,342,1.4,2.33,2,29.21,400.22,399.36,16.66,17.21,49.1,50.71,500,1499,2015-06-22 11:52:26,11.8666666666667,"2_QUE_well-watered_young",0.856370192307692,22.9330708661417,0.0373125,0.000931048919331188,0.0110232766141494,"2",0.0297742516771236,0.0326866672067047,"yes","yes"
"Jun-15","22/06/2015",2,"2","QUE",1024,"young","well-watered",189,"12:18:36",10985.5,5.19,0.0879,290,1.88,2.13,2,28.22,400.06,397.69,16.2,16.94,47.52,49.69,500,1500,2015-06-22 12:18:36,12.3,"2_QUE_well-watered_young",0.729211194649099,20.9645669291339,0.0549375,0.00319351871158395,0.0208786910237402,"2",0.0504525621497235,0.0493222451357653,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",2041,"young","well-watered",223,"12:45:04",12573.83,3.06,0.0893,326,2.51,2.8,2,30.4,400.33,398.71,14.44,15.43,38.86,41.51,500,1500,2015-06-22 12:45:04,12.75,"3_QUE_well-watered_young",0.817636878934564,27.5590551181102,0.0558125,0.00163752548120646,0.0139626535177259,"3",0.0371954034525639,0.0376482275744497,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",4014,"young","well-watered",253,"13:16:07",14437.5,4.21,0.0667,286,1.78,2.64,2,29.73,400.48,398.52,14.69,15.39,39.03,40.89,500,1500,2015-06-22 13:16:07,13.2666666666667,"3_QUE_well-watered_young",0.717655324701395,25.9842519685039,0.0416875,0.0023214410649571,0.0168710178623862,"3",0.0436109008425818,0.0425574398805921,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",6123,"young","well-watered",284,"13:45:32",16191,1.99,0.0513,322,1.54,2.96,2,30.83,403.41,402.37,14.3,14.9,37.79,39.38,500,1501,2015-06-22 13:45:32,13.75,"3_QUE_well-watered_young",0.800258468573701,29.1338582677165,0.0320625,0.00102520387292627,0.010895461413481,"3",0.0312868010355627,0.0324709198375055,"yes","yes"
"Jun-15","22/06/2015",3,"3","QUE",1024,"young","well-watered",315,"14:08:05",17554.38,5.21,0.0922,292,2.56,2.76,2,30.19,400.2,397.71,14.29,15.3,37.74,40.4,500,1501,2015-06-22 14:08:05,14.1333333333333,"3_QUE_well-watered_young",0.734203313972493,27.1653543307087,0.057625,0.00281611652172539,0.0183764439977563,"3",0.0487541151861824,0.045098543963138,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",2041,"young","well-watered",347,"14:45:58",19827.88,2.25,0.0471,304,1.56,3.28,2,32.09,399.81,398.66,14.47,15.08,34.88,36.36,500,1501,2015-06-22 14:45:58,14.75,"4_QUE_well-watered_young",0.762554557768525,32.2834645669291,0.0294375,0.0011126338274715,0.0110629539486647,"4",0.0324813337274026,0.0327536410916086,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",4014,"young","well-watered",375,"15:12:10",21378.9,3.77,0.0561,273,1.92,3.36,2,32.29,400.6,398.8,13.96,14.72,33.34,35.13,500,1499,2015-06-22 15:12:10,15.2,"4_QUE_well-watered_young",0.684553660982949,33.0708661417323,0.0350625,0.00184122801986461,0.0141459592928914,"4",0.040134035018996,0.0379576409974555,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",6123,"young","well-watered",405,"15:40:01",23070.17,2.28,0.0513,307,1.78,3.42,2,32.73,399.85,398.65,14.67,15.37,34.89,36.56,500,1500,2015-06-22 15:40:01,15.6666666666667,"4_QUE_well-watered_young",0.770099084409883,33.6614173228346,0.0320625,0.00110418199186874,0.0109062949635681,"4",0.032526524997828,0.0324892064725704,"yes","yes"
"Jun-15","22/06/2015",4,"4","QUE",1024,"young","well-watered",436,"16:04:21",24515,7.3,0.0892,248,2.98,3.31,2,32.47,400.36,396.97,14.63,15.81,34.96,37.76,500,1500,2015-06-22 16:04:21,16.0666666666667,"4_QUE_well-watered_young",0.624732347532559,32.5787401574803,0.05575,0.00361062710839345,0.0198837253854917,"4",0.0583775348573043,0.0476427796436076,"yes","yes"
"Jun-15","24/06/2015",1,"1","QUE",3062,"young","well-watered",112,"09:50:40",8648.1,6.62,0.082,260,1.05,1.28,2,25.31,399.91,397.1,18.81,19.22,62.85,64.23,500,1497,2015-06-24 09:50:40,9.83333333333333,"1_QUE_well-watered_young",0.654746915134727,12.5984251968504,0.05125,0.00526341266915834,0.0304435051494607,"1",0.0641322480852574,0.0654673004477527,"yes","yes"
"Jun-15","24/06/2015",2,"2","QUE",3062,"young","well-watered",231,"12:11:33",17101.1,5.67,0.0642,245,1.35,2.1,2,28.49,400.36,397.88,17.17,17.71,51.82,53.43,500,1500,2015-06-24 12:11:33,12.1833333333333,"2_QUE_well-watered_young",0.61576354679803,20.6692913385827,0.040125,0.00351182530707174,0.0219722769292048,"2",0.0532756789016356,0.0511681780206142,"yes","yes"
"Jun-15","24/06/2015",3,"3","QUE",3062,"young","well-watered",349,"14:20:57",24864.58,4.93,0.0537,236,1.54,2.86,2,30.21,400,397.78,13.7,14.31,37.1,38.74,500,1499,2015-06-24 14:20:57,14.3333333333333,"3_QUE_well-watered_young",0.593292774900699,28.1496062992126,0.0335625,0.00261725298769073,0.0175587978725091,"3",0.0470383420691083,0.0437183873030886,"yes","yes"
"Jun-15","24/06/2015",4,"4","QUE",3062,"young","well-watered",108,"17:27:08",8921.5,4.06,0.0396,217,1.39,3.48,2,31.25,400.34,398.5,10.21,10.76,23.22,24.47,500,1497,2015-06-24 17:27:08,17.45,"4_QUE_well-watered_young",0.544542032622334,34.251968503937,0.02475,0.0019500168173368,0.0144307134524682,"4",0.0414637365776259,0.0384382955712149,"yes","yes"
"Jun-15","22/06/2015",1,"1","ZEA",2021,"young","well-watered",34,"08:56:46",3062.17,30.73,0.199,129,2.76,1.4,2,26.35,400.01,387.3,19.1,20.18,64.98,68.66,500,1799,2015-06-22 08:56:46,8.93333333333333,"1_ZEA_well-watered_young",0.333075135553834,13.7795275590551,0.124375,0.0240266455823114,0.0636030581493515,"1",0.12670412532798,0.143250625938368,"no","yes"
"Jun-15","22/06/2015",1,"1","ZEA",3111,"young","well-watered",13,"09:28:19",768.5,3.91,0.0402,233,0.73,1.81,2,27.26,399.98,398.3,17.68,17.97,60.04,61.02,500,1800,2015-06-22 09:28:19,9.46666666666667,"1_ZEA_well-watered_young",0.584986191313081,17.8149606299213,0.025125,0.00260545538568898,0.0196419957357186,"1",0.0293204760575471,0.0410167082626465,"no","yes"
"Jun-15","22/06/2015",1,"1","ZEA",5081,"young","well-watered",44,"09:54:53",2362.6,11.8,0.0813,152,1.46,1.8,2,27.56,400.15,395.19,18.19,18.76,60.55,62.46,500,1801,2015-06-22 09:54:53,9.9,"1_ZEA_well-watered_young",0.384625117032314,17.7165354330709,0.0508125,0.00795439981228859,0.0343675851580429,"1",0.0565965882289203,0.0752618928435703,"no","yes"
"Jun-15","22/06/2015",1,"1","ZEA",4064,"young","well-watered",75,"10:24:37",4146.83,15.93,0.1398,199,2.27,1.63,2,26.74,399.95,393.22,17.77,18.66,59.19,62.15,500,1800,2015-06-22 10:24:37,10.4,"1_ZEA_well-watered_young",0.506078022481054,16.0433070866142,0.087375,0.011347964773925,0.0420799799346856,"1",0.071609359132709,0.09319749970537,"no","yes"
"Jun-15","22/06/2015",2,"2","ZEA",2021,"young","well-watered",109,"11:01:19",6348.38,16.05,0.0983,120,2.19,2.22,2,28.73,400.45,393.69,16.33,17.19,48.97,51.55,500,1800,2015-06-22 11:01:19,11.0166666666667,"2_ZEA_well-watered_young",0.304808351748838,21.8503937007874,0.0614375,0.00978391186249835,0.0361685799568122,"2",0.0704891413811005,0.0794502073173963,"no","yes"
"Jun-15","22/06/2015",2,"2","ZEA",3111,"young","well-watered",139,"11:33:13",8263.5,14.75,0.12,186,2.6,2.21,2,28.81,400.25,393.96,16.6,17.62,49.04,52.05,500,1801,2015-06-22 11:33:13,11.55,"2_ZEA_well-watered_young",0.47212915016753,21.751968503937,0.075,0.00900483717573338,0.0347378791069962,"2",0.0660544962105026,0.0761230322022354,"no","yes"
"Jun-15","22/06/2015",2,"2","ZEA",5081,"young","well-watered",170,"12:01:21",9951.17,12.4,0.1103,202,2.62,2.36,2,29.53,400.25,394.88,16.62,17.64,48.85,51.88,500,1799,2015-06-22 12:01:21,12.0166666666667,"2_ZEA_well-watered_young",0.511547811993517,23.2283464566929,0.0689375,0.00730650205768735,0.0307815291273457,"2",0.0577495081056371,0.0669223182997775,"no","yes"
"Jun-15","22/06/2015",2,"2","ZEA",4064,"young","well-watered",201,"12:27:00",11490.25,13.65,0.144,227,3.5,2.43,2,29.75,398.49,392.49,16.16,17.53,47.44,51.46,500,1802,2015-06-22 12:27:00,12.45,"2_ZEA_well-watered_young",0.578358684297689,23.9173228346457,0.09,0.00798051765761007,0.0319357705025917,"2",0.0621681047936337,0.0696065713923101,"no","yes"
"Jun-15","22/06/2015",3,"3","ZEA",2021,"young","well-watered",232,"12:53:30",13079.6,14.96,0.0893,111,2.62,2.92,2,30.57,400.25,393.85,13.65,14.68,36.52,39.28,500,1799,2015-06-22 12:53:30,12.8833333333333,"3_ZEA_well-watered_young",0.281833185222801,28.740157480315,0.0558125,0.00794796950839531,0.030440082066131,"3",0.0657188942665813,0.0661282639973952,"no","yes"
"Jun-15","22/06/2015",3,"3","ZEA",3111,"young","well-watered",261,"13:29:05",15214.5,17.8,0.121,143,3.46,2.84,2,30.58,400.2,392.54,14.06,15.42,37.43,41.05,500,1801,2015-06-22 13:29:05,13.4833333333333,"3_ZEA_well-watered_young",0.364294084679268,27.9527559055118,0.075625,0.00962499021801609,0.0337313714466268,"3",0.0755001205263084,0.0737823421542562,"no","yes"
"Jun-15","22/06/2015",3,"3","ZEA",5081,"young","well-watered",296,"13:54:13",16722.38,15.2,0.0916,114,2.79,3.02,2,31.46,400.27,393.76,14.87,15.96,39.01,41.89,500,1799,2015-06-22 13:54:13,13.9,"3_ZEA_well-watered_young",0.289516456724909,29.7244094488189,0.05725,0.00794268759590086,0.0301748722738786,"3",0.066408828302497,0.0655115037423128,"no","yes"
"Jun-15","22/06/2015",3,"3","ZEA",4064,"young","well-watered",325,"14:19:09",18218.3,19.68,0.1394,149,4.06,2.91,2,30.96,399.79,391.28,14.16,15.76,37.47,41.7,500,1801,2015-06-22 14:19:09,14.3166666666667,"3_ZEA_well-watered_young",0.380801472091597,28.6417322834646,0.087125,0.0105507974884372,0.0351020784144645,"3",0.081907631582301,0.0769699981301044,"no","yes"
"Jun-15","22/06/2015",4,"4","ZEA",2021,"young","well-watered",359,"14:58:50",20599.17,26.53,0.159,105,4.96,3.1,2,31.86,400.09,388.72,14.18,16.13,33.89,38.55,500,1800,2015-06-22 14:58:50,14.9666666666667,"4_ZEA_well-watered_young",0.270117308088084,30.511811023622,0.099375,0.0138824083652161,0.039632860617214,"4",0.105109745514901,0.0875065864037052,"no","yes"
"Jun-15","22/06/2015",4,"4","ZEA",3111,"young","well-watered",384,"15:24:37",22141.75,16.5,0.1,114,3.36,3.33,2,32.46,400.67,393.55,14.29,15.61,34.1,37.25,500,1800,2015-06-22 15:24:37,15.4,"4_ZEA_well-watered_young",0.289670943971541,32.7755905511811,0.0625,0.00821578558860789,0.0299486276052504,"4",0.0703852433351857,0.0649853590688864,"no","yes"
"Jun-15","22/06/2015",4,"4","ZEA",5081,"young","well-watered",415,"15:48:28",23566.5,18.63,0.1133,113,3.85,3.36,2,32.67,399.75,391.71,14.3,15.81,34.09,37.7,500,1802,2015-06-22 15:48:28,15.8,"4_ZEA_well-watered_young",0.288478721503153,33.0708661417323,0.0708125,0.00928355729209475,0.0317640468042872,"4",0.0776937525712412,0.0692072182950112,"no","yes"
"Jun-15","22/06/2015",4,"4","ZEA",4064,"young","well-watered",444,"16:13:49",25098.83,17.1,0.1375,173,4.76,3.44,2,33.21,398.13,390.55,14.74,16.61,35.25,39.72,500,1802,2015-06-22 16:13:49,16.2166666666667,"4_ZEA_well-watered_young",0.442965049289464,33.8582677165354,0.0859375,0.00844956138531911,0.0301259608742242,"4",0.0727255299052591,0.0653977575375779,"no","yes"
"Jun-15","22/06/2015",5,"5","ZEA",2021,"young","well-watered",462,"16:40:38",26708.25,17.37,0.1072,116,3.93,3.62,2,33.56,399.93,392.37,14.18,15.72,30.59,33.92,500,1800,2015-06-22 16:40:38,16.6666666666667,"5_ZEA_well-watered_young",0.295639320029564,35.6299212598425,0.067,0.0083233109302031,0.0295212234736135,"5",0.073128743241213,0.0639914067754475,"no","yes"
"Jun-15","22/06/2015",5,"5","ZEA",3111,"young","well-watered",472,"16:47:46",27135.5,20.06,0.1334,134,4.58,3.41,2,32.79,400.22,391.49,13.85,15.65,29.96,33.86,500,1800,2015-06-22 16:47:46,16.7833333333333,"5_ZEA_well-watered_young",0.342282050627091,33.5629921259843,0.083375,0.00992884726345248,0.0327283609259749,"5",0.0824060424991634,0.0714497849009445,"no","yes"
"Jun-15","22/06/2015",5,"5","ZEA",5081,"young","well-watered",484,"16:57:12",27686.13,21.48,0.1355,119,4.72,3.45,2,33.01,398.88,389.56,14.01,15.87,30.22,34.22,500,1800,2015-06-22 16:57:12,16.95,"5_ZEA_well-watered_young",0.305472841154123,33.9566929133858,0.0846875,0.0106286956650157,0.033763592330542,"5",0.0874476257924445,0.0738572736279914,"no","yes"
"Jun-15","22/06/2015",5,"5","ZEA",4064,"young","well-watered",495,"17:06:08",28238.25,21.27,0.1347,121,4.71,3.47,2,33.18,400.37,391.13,14.31,16.16,30.96,34.97,500,1800,2015-06-22 17:06:08,17.1,"5_ZEA_well-watered_young",0.309360059315317,34.1535433070866,0.0841875,0.0104471153918405,0.0334256039301748,"5",0.0864030336093239,0.0730712626355051,"no","yes"
"Jun-15","24/06/2015",1,"1","ZEA",6031,"young","well-watered",122,"10:02:44",9372,1.1,0.0243,317,0.32,1.33,2,25.49,400.19,399.69,18.96,19.09,62.63,63.05,500,1797,2015-06-24 10:02:44,10.0333333333333,"1_ZEA_well-watered_young",0.793114663864495,13.0905511811024,0.0151875,0.00085176246780669,0.012129971349651,"1",0.0198339925694784,0.023547073988633,"no","yes"
"Jun-15","24/06/2015",2,"2","ZEA",6031,"young","well-watered",241,"12:28:34",18122.5,22.48,0.1332,109,2.53,1.91,2,27.42,400.35,390.97,16.24,17.23,49.65,52.69,500,1799,2015-06-24 12:28:34,12.4666666666667,"2_ZEA_well-watered_young",0.278793769342916,18.7992125984252,0.08325,0.0148892480803159,0.046327778646788,"2",0.0938857439277298,0.103075993990837,"no","yes"
"Jun-15","24/06/2015",3,"3","ZEA",6031,"young","well-watered",364,"14:48:02",26490.7,35.88,0.2304,120,5.63,2.48,2,28.97,399.92,384.71,12.84,15.06,35.02,41.06,500,1799,2015-06-24 14:48:02,14.8,"3_ZEA_well-watered_young",0.311923266876348,24.4094488188976,0.144,0.0212372431554262,0.0518321931378245,"3",0.139940770022664,0.11587681878972,"no","yes"
"Aug-15","06/08/2015",1,"1","BET",7021,"mature","control",18,"08:15:13",1765.3,9.33,0.1344,276,1.86,1.4,2,22.81,400.42,396.4,12.95,13.69,51.18,54.08,501,1499,2015-08-06 08:15:13,8.25,"1_BET_control_mature",0.696266397578204,13.7795275590551,0.084,0.00710707367357041,0.034592092650009,"1",0.0900833805556859,0.0881371887618979,"yes","yes"
"Aug-15","06/08/2015",1,"1","BET",8041,"mature","control",38,"08:34:57",2949.5,8,0.1154,277,1.59,1.39,2,23.61,399.64,396.19,14.51,15.14,59.31,61.87,500,1499,2015-08-06 08:34:57,8.56666666666667,"1_BET_control_mature",0.699159494182084,13.6811023622047,0.072125,0.00611946904556502,0.0321563396144095,"1",0.0774190011354944,0.0800367286207262,"yes","yes"
"Aug-15","06/08/2015",1,"1","BET",5124,"mature","control",60,"08:54:07",4099.83,11.93,0.2675,316,2.7,1.03,2,22.78,399.71,394.51,16.17,17.24,65.1,69.37,501,1498,2015-08-06 08:54:07,8.9,"1_BET_control_mature",0.800993637677119,10.1377952755906,0.1671875,0.0106517810954268,0.0457262141365583,"1",0.129621544429023,0.125165371008033,"yes","yes"
"Aug-15","06/08/2015",2,"2","BET",7021,"mature","control",8,"11:19:26",298.8,7.29,0.074,229,1.37,1.83,2,28.58,400.04,396.91,20.05,20.59,57.26,58.79,500,1499,2015-08-06 11:19:26,11.3166666666667,"2_BET_control_mature",0.576956992769142,18.011811023622,0.04625,0.00485008476071748,0.0267254685174349,"2",0.0639070256797154,0.0619755564863124,"yes","yes"
