"nPsi","predksi2","predksi7","predksi12","predksi50","predEmax2","predEmax7","predEmax12","predEmax50"
-1.20666666666667,10.8915486061511,14.6344798286509,15.7281334629919,17.2117982725244,0.99095571920785,1.789079178345,2.06647117677008,2.47472801829478
-1.22,10.8181948954284,14.4579668302197,15.5096266004044,16.9266065094026,0.96122151571406,1.71683409325396,1.97567982606382,2.35317202954484
-1.23333333333333,10.7445403323452,14.2835472718991,15.2948933153643,16.648575144684,0.931969158250481,1.64701673669049,1.88850771618826,2.2375873642675
-1.24666666666667,10.6706194331306,14.1112423763423,15.0838930554173,16.3774778849905,0.903203735038984,1.57956304845108,1.80481774316436,2.12765155918404
-1.26,10.59646622514,13.9410694095848,14.8765826555476,16.1130962963755,0.874929609801056,1.51440898242125,1.72447680437441,2.02306111715317
-1.27333333333333,10.5221141990172,13.7730419151822,14.6729166595725,15.8552195632299,0.847150436795988,1.45149069296393,1.64735583579263,1.92353032805751
-1.28666666666667,10.4475962643629,13.6071699422345,14.4728476182209,15.6036442473636,0.819869177614385,1.39074470290089,1.57332982658582,1.82879016353037
-1.3,10.3729447089148,13.4434602666974,14.2763263650018,15.3581740485068,0.793088119554512,1.33210805406609,1.50227781387068,1.73858724130789
-1.31333333333333,10.2981911612249,13.281916605495,14.083302270981,15.1186195672661,0.766808895409802,1.27551844142966,1.4340828601794,1.65268285513787
-1.32666666666667,10.2233665568031,13.1225398230613,13.89372347959,14.8847980713956,0.741032504497936,1.22091433179798,1.36863201596023,1.5708520663375
-1.34,10.1485011076784,12.9653281300306,13.7075371225797,14.6565332660868,0.715759334765208,1.16823506809112,1.30581626922703,1.49288285326216
-1.35333333333333,10.0736242753148,12.810277273886,13.5246895182146,14.433655068847,0.690989185804138,1.11742096018479,1.2455304842711,1.4185753151225
-1.36666666666667,9.99876474680436,12.6573807214517,13.34512635278,14.2159993894205,0.666721292627597,1.06841336328275,1.18767333116125,1.34774092676453
-1.38,9.92395041424996,12.5066298331804,13.1687928464409,14.0034079151068,0.642954350048674,1.02115474475764,1.13214720758285,1.28020184120421
-1.39333333333333,9.84920835723659,12.3580140292477,12.9956339044599,13.795727901743,0.61968653752226,0.975588740365268,1.07885815440455,1.21579023688268
-1.40666666666667,9.77456482828324,12.211520947517,12.8255942547402,13.5928119705452,0.596915544311558,0.931660200700869,1.02771576621173,1.15434770677914
-1.42,9.70004524115852,12.0671365934794,12.6586185726219,13.3945179109386,0.574638594850441,0.889315228726284,0.978633097907834,1.09572468668423
-1.43333333333333,9.62567416193659,11.9248454823127,12.4946515938148,13.2007084894549,0.552852474180595,0.848501209155496,0.931526568358506,1.03977992009674
-1.44666666666667,9.55147530266515,11.7846307732346,12.3336382163102,13.0112512647279,0.531553553350694,0.809166830443473,0.886315861938356,0.986379957360174
-1.46,9.47747151751288,11.6464743963471,12.1755235920704,12.8260184085801,0.510737814673192,0.771262100080021,0.842923828734961,0.935398686802842
-1.47333333333333,9.40368480126091,11.5103571721955,12.0202532092489,12.6448865331617,0.490400876742842,0.734738353847234,0.801276384069657,0.886716895784925
-1.48666666666667,9.33013629000125,11.3762589242765,11.8677729656574,12.4677365240761,0.470538019129441,0.69954825965649,0.761302407908419,0.840221859689018
-1.5,9.25684626390401,11.2441585847448,11.7180292341461,12.2944533794039,0.451144206665632,0.665645816539073,0.722933644658382,0.795806957016578
-1.51333333333333,9.18383415191558,11.1140342935764,11.5709689205313,12.1249260545186,0.432214113258803,0.632986349323811,0.686104603775646,0.753371308871654
-1.52666666666667,9.11111853825066,10.9858634914513,11.426539514659,11.9590473125744,0.413742145164024,0.60152649949582,0.650752461547228,0.712819441225449
-1.54,9.03871717054275,10.8596230066236,11.2846891351579,11.7967135805328,0.395722463662727,0.571224212692646,0.616816964353949,0.674060968460868
-1.55333333333333,8.96664696952017,10.7352891360455,11.145366568399,11.6378248105873,0.378149007099167,0.542038723257999,0.584240333670956,0.637010296795436
-1.56666666666667,8.89492404007725,10.6128377210134,11.0085213021436,11.4822843468386,0.361015512233822,0.513930536238973,0.552967173018055,0.60158634627408
-1.58,8.82356368361422,10.4922442175997,10.874103554329,11.3299987970662,0.344315534879571,0.486861407180117,0.522944377032585,0.567712290110575
-1.59333333333333,8.75258041152274,10.3734837621296,10.7420642974086,11.1808779094426,0.328042469792816,0.460794320037075,0.494121042802627,0.535315310238193
-1.60666666666667,8.68198795969855,10.2565312319596,10.6123552786367,11.0348344540303,0.312189569797692,0.435693463503704,0.466448383567607,0.50432636800656
-1.62,8.61179930396715,10.141361301805,10.4849290366552,10.8917841089052,0.296749964127015,0.411524206019605,0.439879644866382,0.474679989033235
-1.63333333333333,8.54202667631328,10.0279484958589,10.3597389147188,10.7516453507465,0.281716675968788,0.388253069699801,0.414370023189215,0.446314061285255
-1.64666666666667,8.47268158180978,9.91626723593661,10.2367390708648,10.6143393497386,0.267082639211821,0.365847703404824,0.389876587169527,0.419169645528291
-1.66,8.40377481614668,9.80629188587221,10.1158844853158,10.4797898686286,0.252840714388369,0.344276855147761,0.366358201333453,0.393190797339209
-1.67333333333333,8.33531648366671,9.69799679238469,9.99713096537698,10.3479231657876,0.238983703815653,0.323510344014572,0.343775452409771,0.368324399932054
-1.68666666666667,8.26731601581812,9.59135632262323,9.88043514807216,10.2186679021261,0.225504365941704,0.303519031755439,0.322090578189647,0.344520007098144
-1.7,8.19978218994173,9.48634489859231,9.76575450074378,10.0919550517187,0.212395428904199,0.284274794187714,0.301267398914266,0.321729695608008
-1.71333333333333,8.13272314831365,9.38293702864838,9.65304731982185,9.96771781599286,0.199649603313793,0.26575049253528,0.28127125115893,0.299907926466916
-1.72666666666667,8.06614641737073,9.28110733625144,9.54227272795321,9.84589154134596,0.18725959427601,0.247919944814677,0.262068924174196,0.279011414456641
-1.74,8.00005892705067,9.18083058614579,9.43339066966505,9.72641364005347,0.175218112667942,0.230757897365108,0.243628598637933,0.258999005434195
-1.75333333333333,7.93446703018374,9.08208170813616,9.32636190572336,9.60922351433891,0.16351788568792,0.214239996607352,0.225919787766785,0.23983156089383
-1.76666666666667,7.86937652187785,8.98483581861668,9.22114800633319,9.4942624834784,0.152151666697932,0.19834276110562,0.208913280731089,0.221471849331596
-1.78,7.80479265884347,8.8890682400022,9.11771134331563,9.38147371381745,0.141112244379947,0.183043553996356,0.192581088313849,0.203884443982579
-1.79333333333333,7.74072017860943,8.79475451820342,9.0160150813847,9.27080215158184,0.130392451228393,0.168320555838929,0.176896390751726,0.18703562652957
-1.80666666666667,7.67716331858474,8.70187043827977,8.91602316863694,9.16219445836852,0.119985171401924,0.154152737934925,0.161833487694036,0.170893296408612
-1.82,7.61412583492621,8.6103920383963,8.81770032635689,9.05559894920658,0.109883347958316,0.140519836155347,0.147367750214446,0.15542688536173
-1.83333333333333,7.55161102117502,8.52029562220403,8.72101203823211,8.95096553308242,0.100079989496777,0.127402325308324,0.133475574809239,0.140607276910263
-1.84666666666667,7.48962172662976,8.43155776975587,8.6259245390636,8.84824565582728,0.0905681762322944,0.114781394073932,0.120134339315705,0.126406730443781
-1.86,7.42816037442667,8.34415534706426,8.53240480304956,8.74739224526936,0.0813410655268007,0.10263892052735,0.107322360684272,0.112798809639632
-1.87333333333333,7.36722897930123,8.25806551439973,8.44042053171317,8.6483596585561,0.0723918969019221,0.0909574482667364,0.095018854538371,0.0997583149468341
-1.88666666666667,7.30682916500875,8.17326573342407,8.34994014153884,8.5511036315567,0.0637139965579962,0.0797201631579364,0.0832038964567319,0.0872612198854589
-1.9,7.24696218138415,8.08973377324587,8.26093275137524,8.45558123025776,0.055300781423797,0.0689108707043052,0.0718583849137155,0.0752846109288448
-1.91333333333333,7.18762892102438,8.0074477154806,8.17336816965769,8.36175080406912,0.0471457627610837,0.0585139740465519,0.0609640058144077,0.063806630751102
-1.92666666666667,7.12882993557922,7.92638595839265,8.08721688149779,8.26957194095999,0.0392425493476899,0.0485144525945251,0.0505031985624892,0.0528064246364437
-1.94,7.07056545163882,7.84652722019134,8.00245003568315,8.17900542434884,0.0315848502623706,0.0388978412902373,0.0404591236003034,0.0422640898599979
-1.95333333333333,7.01283538620859,7.76785054154857,7.91903943162596,8.09001319167387,0.0241664772940864,0.0296502104991277,0.0308156313620728,0.0321606278619862
-1.96666666666667,6.95563936176417,7.69033528740144,7.83695750629515,8.00255829457371,0.0169813469978013,0.020758146524568,0.0215572325828149,0.0224778990485645
-1.98,6.89897672088093,7.61396114809869,7.75617732116326,7.91660486061121,0.010023482418218,0.012208732738876,0.0126690699071699,0.0131985800632425
-1.99333333333333,6.84284654043462,7.53870813994618,7.67667254919594,7.83211805647576,0.00328701450220467,0.00398953132262211,0.00413689074406601,0.0043061233827319
-2.00666666666667,6.78724764537102,7.46455660520288,7.5984174619088,7.7490640526026,-0.00323381678005277,-0.00391143439726431,-0.00405297868512481,-0.00421528089968818
